# G4Jy_name NED_name                      ncmp_GLEAM centroid_RAJ2000 err_centroid_RAJ2000 centroid_DEJ2000 err_centroid_DEJ2000 centroid_flag morphology ncmp_NVSSorSUMSS confusion_flag angular_size_limit angular_size S_NVSSorSUMSS err_S_NVSSorSUMSS Freq   G4Jy_NVSS_alpha err_G4Jy_NVSS_alpha G4Jy_SUMSS_alpha err_G4Jy_SUMSS_alpha S_1400  err_S_1400 alpha_mid    err_alpha_mid G4Jy_alpha   err_G4Jy_alpha reduced_chi2_G4Jy_alpha total_int_flux_076 err_total_int_flux_076 total_int_flux_084 err_total_int_flux_084 total_int_flux_092 err_total_int_flux_092 total_int_flux_099 err_total_int_flux_099 total_int_flux_107 err_total_int_flux_107 total_int_flux_115 err_total_int_flux_115 total_int_flux_122 err_total_int_flux_122 total_int_flux_130 err_total_int_flux_130 total_int_flux_143 err_total_int_flux_143 total_int_flux_151 err_total_int_flux_151 total_int_flux_158 err_total_int_flux_158 total_int_flux_166 err_total_int_flux_166 total_int_flux_174 err_total_int_flux_174 total_int_flux_181 err_total_int_flux_181 total_int_flux_189 err_total_int_flux_189 total_int_flux_197 err_total_int_flux_197 total_int_flux_204 err_total_int_flux_204 total_int_flux_212 err_total_int_flux_212 total_int_flux_220 err_total_int_flux_220 total_int_flux_227 err_total_int_flux_227 host_flag host_name                              host_RAJ2000 host_DEJ2000 W1mag  err_W1mag W2mag  err_W2mag W3mag  err_W3mag W4mag  err_W4mag eeMaj_allwise eeMin_allwise eePA_allwise Jmag_allwise err_Jmag_allwise Hmag_allwise err_Hmag_allwise Kmag_allwise err_Kmag_allwise ra_LSDR10          dec_LSDR10           mag_g_LSDR10 mag_r_LSDR10 mag_i_LSDR10 mag_z_LSDR10 dered_mag_g_LSDR10 dered_mag_r_LSDR10 dered_mag_i_LSDR10 dered_mag_z_LSDR10 snr_g_LSDR10 snr_r_LSDR10 snr_i_LSDR10 snr_z_LSDR10 psfsize_g_LSDR10 psfsize_r_LSDR10 psfsize_i_LSDR10 psfsize_z_LSDR10 morphtype_LSDR10 sersic_LSDR10 L_151_WperHz err_L_151_WperHz      L_1400_WperHz err_L_1400_WperHz linear_size_limit linear_size_kpc z_origin_flag z_Quality_flag zsp_misc             zsp_DESI zsp_WARN_DESI zph_misc             zph_LSDR8south err_zph_LSDR8south zph_fclean_LSDR8south zph_fqual_LSDR8south zph_ANN_wiseScos ebv_wiseScos NED_RAJ2000 NED_DEJ2000   NED_type z_NED    z_ref_NED          
  "G4Jy 690" "WISEA J081511.37-161451.6"   1          123.79629        0.43                 -16.24858        0.6                  0             single     1                0              <                  15.8         0.781         0.028             1400.0 -0.92461306     0.016171396         ""               ""                   0.781   0.028      -0.92461306  0.016171      -0.7440801   0.014001773    0.4908318               10.075705          0.06850546             9.217494           0.052838407            8.627151           0.04712524             8.1067             0.042328175            7.7655773          0.036957               7.4144053          0.029956676            7.0617633          0.02864757             6.7810054          0.027747918            6.381721           0.025907662            6.121976           0.02237511             5.911486           0.021382343            5.754056           0.021237934            5.5291266          0.020056374            5.245836           0.018001387            5.076841           0.016715422            4.934608           0.01592321             4.751459           0.017542662            4.7046237          0.01625825             4.531222           0.015760627            4.3058066          0.016236063            i         "WISEA J081511.37-161451.6"            123.79741    -16.247679   14.692 0.031     14.655 0.056     12.017 ""        8.655  ""        0.0756        0.0727        178.2        15.066       0.053            14.948       0.075            14.974       0.12             ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           123.79741   -16.247677    IrS      ""       ""                 
  "G4Jy 691" "[HB89] 0812+020"             1          123.84508        0.45                 1.91811          0.6                  0             single     1                1              <                  15.1         1.755         0.062             1400.0 -0.69034743     0.015933229         ""               ""                   1.755   0.062      -0.69034743  0.015933      -0.7812684   0.013923155    0.20312843              13.715344          0.080813736            12.802828          0.06944455             11.741819          0.055752307            11.109708          0.052681997            10.55209           0.04960132             10.033804          0.042034116            9.599556           0.036639392            9.027901           0.03422502             8.482229           0.032511324            8.164835           0.02906566             7.8820314          0.027527928            7.542702           0.025188584            7.321189           0.0302971              7.0523796          0.027802905            6.770977           0.02693551             6.4836545          0.027540619            6.3982286          0.01936496             6.154285           0.016743155            5.968878           0.015322278            5.76788            0.015688896            i         "WISEA J081522.96+015459.5"            123.845695   1.9165545    12.757 0.023     11.642 0.021     8.998  0.035     6.626  0.1       0.0381        0.0364        126.7        15.773       0.084            14.919       0.081            14.162       0.071            123.8456700272704  1.916522612514819    17.523808    17.389505    17.360903    16.709095    17.430342          17.326546          17.314606          16.673878          916.7978     882.1723     622.93787    1078.6206    1.5882117        1.3451694        1.2228706        1.1357126        PSF              0.0           4.415669E27  3.676526E25           9.202142E26   3.768877E25       <                 81.7905         4.0           1.0            0.40537              0.40537  0             0.49300000071525574  0.493          0.338              1                     0                    ""               ""           123.84567   1.9165225     QSO      0.402    2018A&A...618A..80G
  "G4Jy 692" "3C 196.1"                    1          123.86588        0.45                 -3.14072         0.6                  0             single     1                1              <                  18.1         1.963         0.059             1400.0 -1.0998173      0.013503454         ""               ""                   1.963   0.059      -1.0998173   0.013503      -1.0744828   0.013646672    0.9889534               45.6203            0.10736387             41.225643          0.08541537             37.597652          0.07520562             34.435154          0.06410817             32.11618           0.058531485            30.353474          0.050238494            28.271542          0.043746043            26.605587          0.041390512            24.010836          0.039084885            22.73054           0.033381186            21.382633          0.03149414             20.514212          0.033102494            19.664774          0.031457774            18.59476           0.02845432             17.762596          0.025975667            16.698387          0.027211335            16.004642          0.023212142            15.139052          0.02078162             14.479207          0.020048473            13.756962          0.02258283             i         "WISEA J081527.81-030826.6"            123.865875   -3.1407256   13.77  0.026     13.599 0.034     12.612 0.497     9.054  ""        0.0534        0.0517        133.3        16.69        0.217            15.641       0.207            14.787       0.144            123.8658349867089  -3.140797914672272   17.349342    16.17021     Infinity     15.410718    17.138748          16.028349          Infinity           15.331367          342.6779     462.99988    0.0          582.78595    1.2411044        1.1373681        0.0              1.3102208        SER              3.0259278     2.588995E27  1.020207E25           2.246102E26   7.315973E24       <                 59.2548         1.0           1.0            0.198                ""       ""            0.15600000321865082  0.156          0.026              1                     1                    ""               ""           123.865875  -3.140725     G        0.198    2014ApJS..210....9B
  "G4Jy 693" "ESO 060-IG 002 NED02"        1          124.127516       1.54                 -70.656787       1.72                 0             triple     3                0              ""                 138.107      1.94          0.05              843.0  ""              ""                  -0.5644516       0.015316726          1.4752  0.0927     -0.5588819   0.028312      -0.57808     0.014756704    0.21821606              7.72205            0.092612535            7.1897817          0.07243063             6.7446575          0.062610224            6.4146204          0.05447599             6.221583           0.052428473            5.919338           0.04024713             5.7299027          0.036532328            5.5248346          0.03377986             5.2597847          0.030713476            5.1210938          0.028272191            4.9440255          0.027958477            4.784343           0.027185893            4.690127           0.029450404            4.597303           0.028489534            4.447913           0.027715122            4.295745           0.02703101             4.3273315          0.023033787            4.2615113          0.024095634            4.1400094          0.022871176            3.9795167          0.023221357            i         "WISEA J081611.74-703945.3"            124.04894    -70.662605   11.168 0.022     11.222 0.02      9.998  0.032     8.07   0.102     0.0361        0.0337        4.4          13.519       0.088            12.796       0.097            12.284       0.082            124.0491007279812  -70.6625353006739    ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            1.279513E25  7.682894E22           3.683406E24   2.351204E23       ""                91.2745         6.0           1.0            0.033133333333333334 ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           124.04894   -70.662605    G        0.033423 2012ApJS..199...26H
  "G4Jy 694" "3C 197"                      1          124.39625        0.42                 22.61997         0.6                  0             single     1                0              <                  23.9         1.276         0.044             1400.0 -0.69059896     0.015649842         ""               ""                   1.276   0.044      -0.69059896  0.01565       -0.7293606   0.021779481    0.8871257               9.759618           0.16891538             9.133483           0.11288479             8.423228           0.09122333             7.9815545          0.09214696             7.4414706          0.092702255            7.1399536          0.07467489             6.846272           0.07250477             6.63622            0.0683616              6.1462784          0.035462365            5.9396963          0.030981598            5.6951885          0.029358134            5.502547           0.030173881            5.3376684          0.03238102             5.2125125          0.030191354            4.8913975          0.028955042            4.792751           0.028088393            4.5995283          0.03506097             4.536253           0.032180108            4.2245307          0.032078896            4.828067           0.04118284             i         "WISEA J081735.07+223717.5"            124.39613    22.621555    13.902 0.027     12.76  0.026     9.812  0.054     6.987  0.086     0.0484        0.0481        58.3         16.138       0.081            16.043       0.169            15.323       0.126            124.3961415221943  22.62160099426895    17.662975    17.39669     17.506771    17.312939    17.505138          17.290367          17.428589          17.253468          1264.1727    1033.0273    777.6848     996.7397     1.4499041        1.093117         1.5714002        1.3684231        PSF              0.0           2.70017E28   5.59975E26            5.644602E27   2.592933E26       <                 192.3301        8.0           5.0            ""                   ""       ""            1.0210000276565552   1.021          0.479              1                     0                    ""               ""           124.39613   22.621555     QSO      0.981015 2016SDSSD.C...0000:
  "G4Jy 695" "WISEA J081747.01-593717.1"   1          124.445484       1.5                  -59.621686       1.7                  0             single     2                0              ""                 34.723       1.719         0.041             843.0  ""              ""                  -0.6971138       0.013995813          1.3071  0.0796     -0.661326    0.027351      -0.76441246  0.014204122    0.40035304              9.360903           0.08101872             8.749838           0.06309362             8.104102           0.057969507            7.633252           0.04834238             7.1880026          0.040802687            6.7510242          0.035216898            6.555127           0.03019952             6.257667           0.02822065             5.9537616          0.02060042             5.7005367          0.019078748            5.425954           0.017776169            5.2639413          0.01685164             5.066211           0.01821971             4.852158           0.01651557             4.719978           0.015768256            4.545989           0.016105993            4.422294           0.017374065            4.2767224          0.016275056            4.119238           0.016014315            3.9767454          0.015850877            i         "WISEA J081747.01-593717.1"            124.44591    -59.62143    15.444 0.035     14.966 0.046     12.039 0.189     7.848  0.123     0.079         0.0759        34.6         ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           124.44591   -59.62143     IrS      ""       ""                 
  "G4Jy 696" "4C +09.28"                   1          125.18142        0.44                 9.78294          0.6                  0             single     1                0              <                  17.6         0.844         0.025             1400.0 -0.8888417      0.013393542         ""               ""                   0.844   0.025      -0.8888417   0.013394      -0.87069386  0.014227589    0.5095529               11.139297          0.08507038             10.252031          0.071574636            9.476531           0.059873734            8.874812           0.05583027             8.208086           0.052995585            7.700592           0.046763394            7.3649487          0.042548               7.0251536          0.04090888             6.436928           0.02484132             6.1092324          0.02240158             5.8507934          0.020958662            5.6361938          0.019987935            5.4271045          0.02072936             5.2079625          0.02256312             5.013866           0.021091003            4.8164816          0.021335589            4.674367           0.024307849            4.5007725          0.024539867            4.3246837          0.0237908              4.5338116          0.026611574            i         "WISEA J082043.53+094659.2"            125.181404   9.783122     15.671 0.05      14.369 0.053     10.929 0.145     7.913  ""        0.1136        0.1041        2.9          ""           ""               ""           ""               ""           ""               125.1814713741707  9.783020476649863    22.271711    22.097343    21.822683    21.54994     22.168808          22.028025          21.771711          21.511168          44.910507    27.98928     22.968004    18.808836    1.4190047        1.2068814        1.7717458        1.1786625        DEV              4.0           1.300001E29  2.446155E27           1.830622E28   8.099548E26       <                 148.2716        4.0           1.0            1.86622              1.86622  0             1.9559999704360962   1.956          0.256              1                     1                    ""               ""           125.181404  9.783122      G        ""       ""                 
  "G4Jy 697" "WISEA J082044.21+181320.1"   1          125.18358        0.43                 18.22233         0.6                  0             single     1                0              <                  18.6         1.268         0.038             1400.0 -0.82052904     0.013569444         ""               ""                   1.268   0.038      -0.82052904  0.013569      ""           ""             ""                      12.781132          0.11401555             12.224868          0.0912585              11.412297          0.07508648             10.989805          0.07388478             10.317481          0.070453964            9.702938           0.0612078              9.371367           0.05323687             8.962068           0.051995076            8.207401           0.03687974             7.88306            0.03181258             7.47295            0.030195339            7.290185           0.031023216            7.1507826          0.025331974            6.876661           0.024668545            6.4173126          0.023820516            6.3026314          0.023979073            6.10397            0.025789639            5.844852           0.025620524            5.5328484          0.023836458            6.3430734          0.02945672             i         "WISEA J082044.21+181320.1"            125.184235   18.22227     15.507 0.045     14.909 0.077     10.585 0.094     7.95   0.25      0.1159        0.1055        3.1          ""           ""               ""           ""               ""           ""               125.1842668511548  18.22242465420661    21.167992    20.073318    19.268686    18.793106    21.058311          19.999437          19.21436           18.75178           20.395643    28.166353    3.983881     8.468156     1.3951652        1.0702409        0.0              0.0              DEV              4.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           125.184235  18.22227      IrS      ""       ""                 
  "G4Jy 698" "PKS 0819-569"                1          125.244561       1.51                 -57.09233        1.71                 0             single     2                0              ""                 71.725       2.394         0.07              843.0  ""              ""                  -0.41677228      0.01716521           1.8204  0.121      -0.44484138  0.029875      -0.5720551   0.014264369    0.348207                7.013897           0.06977219             6.8207145          0.051582593            6.4461904          0.044519298            6.173831           0.040885128            5.8109             0.035291754            5.616007           0.02979884             5.4857745          0.026379595            5.2532654          0.023263471            5.0134416          0.022037506            4.902197           0.02055303             4.7836957          0.01984077             4.6500916          0.018001864            4.524109           0.016105345            4.3873997          0.015655689            4.3085895          0.015983231            4.1655507          0.015547674            4.045077           0.015060389            3.9439352          0.015115511            3.8571582          0.013788581            3.738718           0.013272209            i         "WISEA J082058.74-570533.7"            125.24477    -57.092712   11.557 0.023     11.544 0.021     10.774 0.076     8.821  ""        0.0396        0.0369        141.3        14.381       0.113            13.459       0.136            13.13        0.109            ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            4.163752E25  2.094753E23           1.534702E25   1.048327E24       ""                83.457          10.0          5.0            ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           125.24485   -57.092613    G        0.060242 2012ApJS..199...26H
  "G4Jy 699" "4C +17.44"                   1          125.43342        0.43                 17.80569         0.6                  0             single     1                0              <                  16.5         1.875         0.056             1400.0 -0.46793377     0.013665193         ""               ""                   1.875   0.056      -0.46793377  0.013665      ""           ""             ""                      5.802439           0.11472456             5.9740477          0.089768365            5.9693093          0.07265528             5.882062           0.07277461             5.8823137          0.069823086            5.8777766          0.05989019             5.7266793          0.052289743            5.715776           0.05104363             5.416734           0.03626457             5.3157425          0.03159446             5.1424403          0.029805709            5.115664           0.030808657            5.1203485          0.026496623            5.026927           0.025717212            4.787241           0.024074566            4.69601            0.0260303              4.6684337          0.026593547            4.5604815          0.025779402            4.3391747          0.023155462            5.0113173          0.028810149            i         "WISEA J082144.02+174820.3"            125.43345    17.80565     14.158 0.027     13.507 0.033     9.797  0.048     6.783  0.084     0.0558        0.0528        164.5        16.19        0.093            15.355       0.093            14.908       0.124            125.4334328255476  17.80562861132298    19.504759    18.010464    17.47379     17.18015     19.387703          17.931614          17.415808          17.136044          229.18854    403.73282    371.75192    655.7294     1.4972132        1.2880161        1.0985969        1.4547497        SER              6.0           ""           ""                    4.601584E26   1.543044E25       <                 72.9841         12.0          1.0            0.29699              ""       ""            0.2759999930858612   0.276          0.05               1                     1                    0.27473          0.036        125.43345   17.80565      G        0.296987 2016SDSSD.C...0000:
  "G4Jy 700" ""                            1          125.631309       0.5                  5.94246          0.64                 0             complex    5                0              ""                 328.983      1.984         0.036             1400.0 -0.87844986     0.00825462          ""               ""                   1.984   0.036      -0.87844986  0.008255      -0.8946988   0.013926127    0.08841148              26.029737          0.13120542             24.07181           0.1023929              21.83212           0.09073897             20.282574          0.08216331             19.0923            0.08534941             18.0018            0.06764902             17.048006          0.06337189             16.151476          0.06164444             14.881478          0.04941906             14.032512          0.04240549             13.508032          0.041056313            12.952839          0.043325845            12.440678          0.04289368             11.918689          0.040103547            11.518026          0.0399286              11.001188          0.041141696            10.698547          0.05171651             10.394954          0.047041986            10.043173          0.044514503            9.885831           0.04949267             u         ""                                     ""           ""           ""     ""        ""     ""        ""     ""        ""     ""        ""            ""            ""           ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           ""          ""            ""       ""       ""                 
  "G4Jy 701" "WISEA J082235.17+164819.6"   1          125.6465         0.43                 16.80525         0.6                  0             single     1                0              <                  19.2         0.714         0.021             1400.0 -0.85367364     0.013464511         ""               ""                   0.714   0.021      -0.85367364  0.013465      -0.7880251   0.014981928    1.9131734               8.229108           0.104961574            7.574649           0.08039479             7.0381074          0.06592457             6.7744207          0.06429134             6.320117           0.060723167            5.8720455          0.055083994            5.60497            0.04970902             5.4276333          0.046666015            5.036536           0.031842485            4.778918           0.028375108            4.607687           0.026292479            4.388846           0.028046824            4.348528           0.029454308            4.138854           0.028367832            3.8974657          0.027578648            3.8350215          0.025308866            3.67788            0.025556223            3.6042886          0.024826158            3.4021232          0.022718227            3.850628           0.029425241            i         "WISEA J082235.17+164819.6"            125.646545   16.805462    15.093 0.036     14.891 0.076     11.381 0.234     8.332  0.369     0.0974        0.0896        175.8        ""           ""               ""           ""               ""           ""               125.6465710005945  16.80541812792382    20.903944    19.90078     19.173433    18.963936    20.807596          19.835878          19.12571           18.927633          61.626656    117.648      168.64964    141.9739     1.3201053        1.3743875        1.0710517        1.1320188        DEV              4.0           9.462615E27  1.326722E26           1.464233E27   5.394634E25       <                 137.6739        4.0           1.0            0.70608              0.70608  0             0.503000020980835    0.503          0.044              1                     1                    ""               ""           125.646545  16.805464     IrS      ""       ""                 
  "G4Jy 702" "WISEA J082235.52-045659.3"   1          125.64775        0.45                 -4.94853         0.6                  0             single     1                0              <                  20.0         0.908         0.032             1400.0 -0.73332375     0.015928684         ""               ""                   0.908   0.032      -0.73332375  0.015929      -0.7763959   0.014387088    0.4388752               7.822294           0.0720004              7.2516565          0.05755096             6.8712525          0.052775655            6.3026795          0.04715279             6.055746           0.04677192             5.6266947          0.037779875            5.478377           0.034220327            5.3161225          0.03184157             4.8558397          0.02336238             4.6485844          0.019709317            4.4584913          0.019350603            4.3463426          0.018262649            4.1490707          0.02024789             4.0780106          0.018543517            3.904112           0.01788291             3.79647            0.017531477            3.6629546          0.018887836            3.542478           0.01775434             3.460525           0.016582003            3.239438           0.01774265             i         "WISEA J082235.52-045659.3"            125.64801    -4.9498124   14.783 0.032     14.687 0.062     12.453 ""        8.678  ""        0.0798        0.0748        168.1        15.914       0.084            15.384       0.129            15.145       0.18             125.6480821485981  -4.950022294471769   18.842497    17.691893    Infinity     17.041012    18.702616          17.597668          Infinity           16.988306          496.181      674.83435    0.0          1070.0779    1.4978387        1.5489227        0.0              1.3102607        PSF              0.0           2.134178E28  3.069918E26           4.04508E27    1.894194E26       <                 160.584         8.0           5.0            ""                   ""       ""            1.0110000371932983   1.011          2.077              1                     0                    0.106955         0.044        125.64801   -4.949814     IrS      ""       ""                 
  "G4Jy 703" "4C +22.21"                   1          125.853          0.42                 22.38436         0.6                  0             single     1                0              <                  17.0         2.272         0.068             1400.0 -0.34269506     0.0136653185        ""               ""                   2.272   0.068      -0.34269506  0.013665      -0.40311384  0.022747485    1.2565793               6.0133452          0.1472526              6.044027           0.11149868             5.8533163          0.09090067             5.8175178          0.08950602             5.7287536          0.09296436             5.310196           0.080332145            5.245025           0.06740141             5.0945864          0.070251204            4.969701           0.03212909             4.8735595          0.027387999            4.6726875          0.026597915            4.724025           0.027537271            4.6297193          0.02831233             4.579592           0.02716289             4.3170953          0.02486609             4.2288575          0.02571786             4.1978245          0.031043943            4.091197           0.029997364            3.783531           0.029314648            4.4397693          0.034932252            i         "WISEA J082324.75+222303.2"            125.85315    22.384237    12.871 0.024     11.825 0.022     9.08   0.032     6.839  0.093     0.0393        0.0374        115.3        17.064       ""               16.386       0.225            15.364       0.123            125.853162728399   22.38424549832122    17.905848    17.391474    16.963093    16.630896    17.773079          17.302038          16.897327          16.58087           739.2366     794.321      1360.9602    1142.6072    1.4224463        1.8288994        1.4202065        1.1477147        PSF              0.0           5.12293E28   1.458158E27           2.249937E28   9.882027E26       <                 143.9486        4.0           4.0            1.68436              1.68436  0             0.28200000524520874  0.282          0.287              1                     0                    ""               ""           125.853165  22.384247     QSO      0.951    1993A&AS...98..393S
  "G4Jy 704" "WISEA J082428.24-095006.1"   1          126.117569       0.44                 -9.833353        0.6                  0             double     2                0              ""                 72.442       0.539         0.013             1400.0 -0.99250394     0.011070429         ""               ""                   0.539   0.013      -0.99250394  0.01107       -1.0689077   0.014258594    0.65424854              10.11795           0.07336589             8.933009           0.055862926            8.163463           0.051616456            7.498418           0.046542887            7.0494204          0.044499155            6.52216            0.035635263            6.117451           0.032926403            5.8096986          0.031716608            5.24991            0.029645482            4.914621           0.025487455            4.6896367          0.023646694            4.5185223          0.02574391             4.262391           0.02259523             4.051105           0.019586926            3.8258977          0.019566393            3.683827           0.018563412            3.4607182          0.023057997            3.3334086          0.020610645            3.216679           0.02035043             3.0302358          0.021106817            i         "WISEA J082428.24-095006.1"            126.117676   -9.835042    15.075 0.038     15.082 0.082     12.66  ""        8.76   ""        0.105         0.0857        3.6          16.097       0.089            15.396       0.106            15.126       0.139            ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           126.117676  -9.835042     IrS      ""       ""                 
  "G4Jy 705" "4C +15.23"                   1          126.3005         0.43                 14.96106         0.6                  0             single     1                0              <                  23.3         0.887         0.03              1400.0 -0.7516226      0.015378834         ""               ""                   0.887   0.03       -0.7516226   0.015379      ""           ""             ""                      7.433332           0.093764305            6.9344068          0.07610916             6.4784746          0.06503869             6.3410673          0.06254895             6.047619           0.059359886            5.67266            0.052072298            5.4697285          0.049137067            5.1841145          0.046427704            4.878632           0.028618427            4.729947           0.026160173            4.5646124          0.024591012            4.480293           0.024424955            4.3252664          0.025935054            4.2287765          0.025249263            3.9813135          0.02359994             3.8949275          0.025588868            3.7407131          0.029846236            3.7001026          0.028949333            3.4933245          0.027879296            3.9891682          0.031373955            i         "WISEA J082512.16+145739.8"            126.30068    14.961073    15.946 0.06      14.951 0.084     11.367 0.184     8.518  ""        0.154         0.1425        3.5          ""           ""               ""           ""               ""           ""               126.3007231024544  14.96109327440685    23.278894    21.905144    21.14508     20.12955     23.159662          21.824827          21.086021          20.084625          12.354554    25.075718    17.5119      63.649925    1.5293641        1.2595632        1.423433         1.3956532        DEV              4.0           ""           ""                    3.013781E27   1.327371E26       <                 181.2997        8.0           5.0            ""                   ""       ""            0.8960000276565552   0.896          0.074              1                     1                    ""               ""           126.30068   14.961072     RadioS   ""       ""                 
  "G4Jy 706" "PKS 0825-20"                 1          126.82212        0.42                 -20.43969        0.6                  0             single     1                0              <                  19.3         3.754         0.131             1400.0 -0.69899267     0.015669424         ""               ""                   3.754   0.131      -0.69899267  0.015669      -0.62100154  0.013667881    0.31749794              26.842989          0.07698791             25.544344          0.062151846            23.945395          0.05312343             22.652147          0.047455173            21.61259           0.042827964            20.71136           0.036781706            19.838758          0.03373847             18.975153          0.032859735            18.576174          0.02564526             17.804337          0.022341713            17.334002          0.02099484             16.705336          0.022023633            16.100168          0.023291826            15.670656          0.020813918            15.235719          0.018675312            14.944082          0.021004535            14.525236          0.019541083            14.215867          0.018307805            14.064877          0.018971104            13.316932          0.018239325            i         "WISEA J082717.41-202624.8"            126.82257    -20.440243   13.171 0.023     12.215 0.023     9.388  0.039     6.763  0.095     0.0407        0.039         118.4        16.118       0.087            16.096       0.181            15.137       0.171            ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            4.644528E28  4.432756E26           1.02646E28    4.590786E26       <                 146.5806        1.0           2.0            0.828                ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           126.82257   -20.440243    QSO      0.822    2023ApJS..265...32M
  "G4Jy 707" "3C 200"                      1          126.85583        0.39                 29.31244         0.6                  0             single     1                0              ""                 16.6         2.043         0.072             1400.0 -0.8155843      0.015911328         ""               ""                   2.043   0.072      -0.8155843   0.015911      ""           ""             ""                      21.279251          0.17715582             20.211346          0.1436538              19.008656          0.12340591             18.110329          0.1201858              19.179876          0.19353803             16.20388           0.14953221             15.576088          0.13872996             14.692431          0.13073896             13.223594          0.051099133            12.562082          0.04902791             11.942326          0.045657437            11.482219          0.048097625            10.821609          0.04850704             10.451133          0.046870194            9.938656           0.04611181             9.582198           0.04650871             9.133654           0.060876925            8.94545            0.058770858            8.429066           0.060069025            9.741999           0.07473068             i         "WISEA J082725.37+291845.3"            126.85573    29.312609    14.517 0.03      14.036 0.046     11.979 0.347     8.774  0.483     0.0712        0.0675        169.0        17.034       0.189            16.232       0.203            15.296       0.152            126.8557594922376  29.31250004071481    20.313143    18.868856    18.291248    17.939173    20.185825          18.783094          18.228184          17.891201          99.9827      312.39194    226.61201    191.23108    1.6201695        1.6004324        1.4914576        1.1725906        SER              5.9554396     ""           ""                    1.470914E27   6.097365E25       ""                96.3667         4.0           1.0            0.45632              0.45632  0             0.41499999165534973  0.415          0.104              1                     1                    0.31097099       0.039        126.85573   29.312609     G        0.45607  2016SDSSD.C...0000:
  "G4Jy 708" ""                            1          127.17119        0.49                 24.611104        0.6                  0             double     2                1              ""                 82.926       0.647         0.015             1400.0 -0.93417114     0.011016668         ""               ""                   0.647   0.015      -0.93417114  0.011017      -0.904449    0.022972528    1.4566599               9.966              0.16672441             8.607136           0.13875087             8.170044           0.11168928             7.5207653          0.10775448             7.409481           0.16413307             6.6715255          0.1220673              6.498577           0.1142259              5.656132           0.11551227             5.4712954          0.04603878             5.180706           0.041838024            4.9001837          0.041341726            4.762228           0.042335995            4.5952015          0.043767978            4.3983507          0.04302805             4.1254687          0.043338742            4.043492           0.04214947             3.7262828          0.05437705             3.8254573          0.054653812            3.625037           0.054715212            4.13861            0.07891618             u         ""                                     ""           ""           ""     ""        ""     ""        ""     ""        ""     ""        ""            ""            ""           ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           ""          ""            ""       ""       ""                 
