# G4Jy_name NED_name                      ncmp_GLEAM centroid_RAJ2000 err_centroid_RAJ2000 centroid_DEJ2000 err_centroid_DEJ2000 centroid_flag morphology ncmp_NVSSorSUMSS confusion_flag angular_size_limit angular_size S_NVSSorSUMSS err_S_NVSSorSUMSS Freq   G4Jy_NVSS_alpha err_G4Jy_NVSS_alpha G4Jy_SUMSS_alpha err_G4Jy_SUMSS_alpha S_1400  err_S_1400 alpha_mid    err_alpha_mid G4Jy_alpha   err_G4Jy_alpha reduced_chi2_G4Jy_alpha total_int_flux_076 err_total_int_flux_076 total_int_flux_084 err_total_int_flux_084 total_int_flux_092 err_total_int_flux_092 total_int_flux_099 err_total_int_flux_099 total_int_flux_107 err_total_int_flux_107 total_int_flux_115 err_total_int_flux_115 total_int_flux_122 err_total_int_flux_122 total_int_flux_130 err_total_int_flux_130 total_int_flux_143 err_total_int_flux_143 total_int_flux_151 err_total_int_flux_151 total_int_flux_158 err_total_int_flux_158 total_int_flux_166 err_total_int_flux_166 total_int_flux_174 err_total_int_flux_174 total_int_flux_181 err_total_int_flux_181 total_int_flux_189 err_total_int_flux_189 total_int_flux_197 err_total_int_flux_197 total_int_flux_204 err_total_int_flux_204 total_int_flux_212 err_total_int_flux_212 total_int_flux_220 err_total_int_flux_220 total_int_flux_227 err_total_int_flux_227 host_flag host_name                              host_RAJ2000 host_DEJ2000 W1mag  err_W1mag W2mag  err_W2mag W3mag  err_W3mag W4mag  err_W4mag eeMaj_allwise eeMin_allwise eePA_allwise Jmag_allwise err_Jmag_allwise Hmag_allwise err_Hmag_allwise Kmag_allwise err_Kmag_allwise ra_LSDR10          dec_LSDR10           mag_g_LSDR10 mag_r_LSDR10 mag_i_LSDR10 mag_z_LSDR10 dered_mag_g_LSDR10 dered_mag_r_LSDR10 dered_mag_i_LSDR10 dered_mag_z_LSDR10 snr_g_LSDR10 snr_r_LSDR10 snr_i_LSDR10 snr_z_LSDR10 psfsize_g_LSDR10 psfsize_r_LSDR10 psfsize_i_LSDR10 psfsize_z_LSDR10 morphtype_LSDR10 sersic_LSDR10 L_151_WperHz err_L_151_WperHz      L_1400_WperHz err_L_1400_WperHz linear_size_limit linear_size_kpc z_origin_flag z_Quality_flag zsp_misc             zsp_DESI zsp_WARN_DESI zph_misc             zph_LSDR8south err_zph_LSDR8south zph_fclean_LSDR8south zph_fqual_LSDR8south zph_ANN_wiseScos ebv_wiseScos NED_RAJ2000 NED_DEJ2000   NED_type z_NED    z_ref_NED          
  "G4Jy 156" "4C +08.07"                   1          21.84667         0.44                 9.24219          0.6                  0             single     1                0              ""                 19.7         1.692         0.051             1400.0 -0.43132457     0.013765313         ""               ""                   1.692   0.051      -0.43132457  0.013765      -0.46429864  0.015120258    0.24753363              5.944738           0.08936236             5.880033           0.06752266             5.5859756          0.06297316             5.5257006          0.06133789             5.191812           0.0470605              5.107229           0.040450085            4.8637238          0.036062397            4.787487           0.036173854            4.593269           0.02685869             4.4213653          0.025186807            4.360528           0.023047091            4.220166           0.02171138             4.119946           0.022660492            4.077455           0.021418063            3.9813497          0.021575492            3.879428           0.021111041            3.8312817          0.023293952            3.8283684          0.021224715            3.7605283          0.02099079             3.7024033          0.021311672            i         "WISEA J012723.16+091431.4"            21.846535    9.242068     14.707 0.031     14.673 0.062     11.881 ""        9.154  ""        0.0772        0.0736        131.0        ""           ""               ""           ""               ""           ""               21.84654478185877  9.242031649601572    21.247004    19.638002    Infinity     18.339367    21.021456          19.48607           Infinity           18.254383          37.012478    80.73316     0.0          113.67655    1.31244          1.2111868        0.0              1.4414268        EXP              1.0           4.925693E27  6.288792E25           1.856419E27   6.819227E25       ""                130.611         4.0           1.0            0.58939              0.58939  0             0.5839999914169312   0.584          0.059              1                     1                    0.49755201       0.07         21.846533   9.242069      RadioS   ""       ""                 
  "G4Jy 157" "PKS 0125-14"                 1          21.876           0.44                 -14.04919        0.6                  0             single     1                0              <                  14.2         2.611         0.092             1400.0 -0.7488578      0.01583486          ""               ""                   2.611   0.092      -0.7488578   0.015835      -0.7532295   0.013707455    0.22641183              22.676025          0.07370684             21.469437          0.058208566            19.798254          0.04874917             18.818018          0.048325107            18.000145          0.03650377             17.125214          0.032107074            16.356026          0.031085072            15.579177          0.02896237             14.420852          0.03037818             13.837751          0.02644636             13.374141          0.028517626            12.882726          0.0289353              12.468653          0.027929928            12.066211          0.026727851            11.705445          0.02726872             11.267767          0.027332315            10.958814          0.02615236             10.63765           0.0249248              10.160241          0.025313009            10.04865           0.030201102            i         "WISEA J012730.19-140255.1"            21.875818    -14.04865    14.486 0.029     13.8   0.039     11.91  0.243     8.162  ""        0.0663        0.0633        116.2        16.477       ""               15.738       ""               15.233       0.142            21.87587981695688  -14.04863032306264   19.55317     18.530142    18.139383    17.514212    19.500092          18.494389          18.113092          17.494213          263.37213    507.2955     498.4492     474.45035    1.297403         1.1763303        1.1047487        1.0584108        SER              6.0           6.083351E27  3.809428E25           1.146262E27   4.634418E25       <                 72.9129         2.0           1.0            0.3718000054359436   ""       ""            0.006000000052154064 0.006          0.455              1                     0                    ""               ""           21.875816   -14.04865     G        0.372    1999MNRAS.310..223B
  "G4Jy 158" "PKS 0125-61"                 1          21.87733         1.5                  -61.27269        1.7                  0             single     1                0              ""                 50.1         1.313         0.039             843.0  ""              ""                  -0.6929531       0.017430946          0.9984  0.0668     -0.658113    0.03009       -0.66116434  0.014877276    1.8270788               6.1721487          0.08731806             6.023596           0.06451475             5.7097898          0.058131795            5.5572524          0.05701007             5.237521           0.037256975            5.1585245          0.032823965            4.981589           0.028664107            4.8316975          0.026812963            4.520746           0.020660799            4.3231187          0.01808504             4.1661057          0.017298095            3.9886153          0.016058257            3.8653018          0.017100573            3.7429626          0.015996343            3.601613           0.015987843            3.5416296          0.015822584            3.3827581          0.017412504            3.2704804          0.017528228            3.1617153          0.01663439             3.0992997          0.01684497             i         "WISEA J012730.65-611621.9"            21.87774     -61.272762   16.587 0.063     16.095 0.131     12.417 0.352     9.297  0.542     0.182         0.165         118.1        ""           ""               ""           ""               ""           ""               21.87801636144266  -61.2725630562185    20.740658    20.197456    19.916716    19.400862    20.675505          20.153568          19.884443          19.376312          76.23105     103.41842    74.64074     56.947018    1.281853         1.1623616        1.0835962        1.1672257        SER              6.0           8.611158E27  1.067503E26           1.985369E27   1.680543E26       ""                363.7358        8.0           5.0            ""                   ""       ""            0.7289999723434448   0.729          0.078              1                     1                    ""               ""           21.87774    -61.272762    RadioS   ""       ""                 
  "G4Jy 159" "WISEA J012830.10+290300.4"   1          22.12608         0.39                 29.04994         0.6                  0             single     1                0              <                  30.5         2.89          0.097             1400.0 -0.6689972      0.015157064         ""               ""                   2.89    0.097      -0.6689972   0.015157      -0.7565496   0.020865569    0.27441785              20.787302          0.1821736              19.61528           0.13750711             18.272923          0.11758906             17.102188          0.12304484             16.861544          0.086159               15.846518          0.07138155             14.8207            0.06910371             14.508237          0.05866614             13.379022          0.053766113            12.820922          0.04854303             12.497688          0.048676874            11.957219          0.04839508             11.258997          0.051249746            10.981493          0.051342078            10.596556          0.050399654            10.514142          0.051365223            9.95913            0.051277623            9.690408           0.051232487            9.495077           0.05129329             9.131417           0.05475708             i         "WISEA J012830.10+290300.4"            22.12545     29.050127    14.888 0.032     14.55  0.05      12.215 0.316     8.651  ""        0.0751        0.0722        150.4        ""           ""               ""           ""               ""           ""               22.12545642030415  29.0502316820016     20.300962    18.621494    Infinity     17.660734    20.06598           18.463205          Infinity           17.572197          102.94714    210.08904    0.0          266.36978    1.5766513        1.1397903        0.0              1.7486066        SER              5.476009      6.520704E27  7.042021E25           1.42753E27    5.539482E25       <                 162.8973        12.0          1.0            0.3961               0.39644  0             0.37700000405311584  0.377          0.032              1                     1                    0.331177         0.074        22.12545    29.050125     QSO      0.395976 2016SDSSD.C...0000:
  "G4Jy 160" "PKS 0126-53"                 1          22.14329         1.5                  -52.92242        1.7                  0             single     1                0              ""                 48.8         1.617         0.049             843.0  ""              ""                  -0.7762133       0.017691907          1.2296  0.083      -0.72240794  0.030339      -0.88466877  0.014038481    0.36177218              10.972225          0.08768586             10.176944          0.060909808            9.425854           0.052502487            8.754934           0.051254883            8.345401           0.037121654            7.846184           0.029838078            7.4398875          0.028249625            7.0720963          0.024793085            6.4141836          0.021866374            6.143635           0.01805418             5.8948674          0.017555937            5.531818           0.01648382             5.283628           0.016103778            5.1115074          0.015127685            4.8816276          0.013768426            4.795624           0.014696762            4.6522965          0.014431715            4.4923534          0.014054453            4.422424           0.013731858            4.27654            0.013416832            i         "WISEA J012834.41-525519.2"            22.143381    -52.922024   14.276 0.027     13.245 0.027     10.105 0.051     7.714  0.132     0.0485        0.0477        118.8        16.705       0.166            16.198       0.191            15.685       0.217            22.14334088838118  -52.9220106074532    18.944036    18.59064     18.223808    17.901619    18.864168          18.536839          18.184246          17.871525          820.29346    900.1399     662.9586     589.85394    1.4711363        1.1728631        1.241063         1.2391647        PSF              0.0           2.814852E28  3.545487E26           5.042854E27   4.53266E26        ""                388.8279        8.0           5.0            ""                   ""       ""            0.9789999723434448   0.979          0.454              1                     0                    ""               ""           22.143381   -52.922024    RadioS   ""       ""                 
  "G4Jy 161" "3C 043"                      1          22.49912         0.41                 23.63872         0.6                  0             single     1                0              <                  18.5         2.941         0.088             1400.0 -0.6260951      0.013512889         ""               ""                   2.941   0.088      -0.6260951   0.013513      -0.5984743   0.020769795    0.32474563              17.379992          0.14056233             16.341919          0.12167294             15.651715          0.10906891             14.937662          0.09507403             14.787423          0.076248914            14.240762          0.061666675            13.552627          0.059274368            13.308048          0.05726016             12.539967          0.047724057            11.858333          0.04016782             11.521197          0.035466623            11.189899          0.03859211             10.814311          0.03723441             10.58461           0.038275797            10.242366          0.035988223            10.06806           0.032919742            9.777118           0.034363914            9.545433           0.034649614            9.267083           0.031314593            9.068879           0.03291543             i         "WISEA J012959.81+233819.8"            22.49925     23.638853    15.686 0.043     14.521 0.05      11.646 0.174     8.627  0.282     0.0994        0.0935        146.5        ""           ""               ""           ""               ""           ""               22.49904005013336  23.63890038709479    21.67273     20.80653     Infinity     20.024332    21.38355           20.611736          Infinity           19.915373          70.7658      83.74981     0.0          67.33705     1.4175824        1.2155528        0.0              1.4349217        PSF              0.0           1.107065E29  2.475034E27           2.81489E28    1.197687E27       <                 156.4046        4.0           1.0            1.46388              1.46388  0             1.2999999523162842   1.3            0.345              1                     1                    ""               ""           22.49925    23.638853     QSO      1.459    2019ApJS..245....3G
  "G4Jy 162" ""                            1          22.616483        0.41                 -26.166351       0.6                  0             single     2                0              ""                 56.787       1.524         0.049             1400.0 -0.91753024     0.0144528225        ""               ""                   1.524   0.049      -0.91753024  0.014453      -0.89292336  0.013676101    0.56871545              21.286957          0.069721684            19.737623          0.05287225             18.096167          0.04277518             16.933313          0.041506782            16.011633          0.0317694              15.166754          0.027620293            14.198134          0.023712557            13.22716           0.022968844            12.30718           0.022972431            11.759134          0.022182839            11.216912          0.020357724            10.730784          0.020012436            10.33881           0.019596014            10.092686          0.01820251             9.754557           0.017049242            9.412831           0.016635822            8.971345           0.0114595285           8.716531           0.011649487            8.154873           0.010056773            7.8018875          0.0095133055           u         ""                                     ""           ""           ""     ""        ""     ""        ""     ""        ""     ""        ""            ""            ""           ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           ""          ""            ""       ""       ""                 
  "G4Jy 163" "WISEA J013107.01+041014.9"   1          22.77937         0.45                 4.17103          0.6                  0             single     1                0              <                  18.2         1.027         0.031             1400.0 -0.68165076     0.01383546          ""               ""                   1.027   0.031      -0.68165076  0.013835      -0.6346256   0.014894629    0.18713981              7.40353            0.0937004              6.985823           0.07934832             6.5461054          0.06626735             6.086944           0.059882954            5.8620048          0.04661951             5.688357           0.041573457            5.375868           0.038612776            5.185659           0.034263056            4.9050508          0.031037133            4.6862955          0.029438846            4.57936            0.027186358            4.443306           0.026742127            4.3787613          0.024203576            4.235402           0.0232676              4.1304097          0.02245444             3.988313           0.022967087            3.9382265          0.023882069            3.844006           0.022353858            3.707122           0.021780102            3.7058344          0.020773493            i         "WISEA J013107.01+041014.9"            22.779217    4.170823     16.836 0.101     16.218 0.216     11.817 ""        8.836  0.421     0.3052        0.2815        146.1        ""           ""               ""           ""               ""           ""               22.77933111639516  4.170844816416293    22.098825    21.580675    20.854546    20.456299    22.039528          21.540731          20.825174          20.433956          72.34382     92.45316     109.11379    90.36066     1.4559462        1.31516          1.0943527        1.2445626        DEV              4.0           3.221384E28  5.985101E26           7.33564E27    3.071737E26       <                 151.9381        16.0          1.0            1.2603               ""       ""            0.8960000276565552   0.896          0.13               1                     1                    ""               ""           22.779411   4.1708713     RadioS   ""       ""                 
  "G4Jy 164" "PKS 0129-51"                 1          22.81521         1.5                  -51.02711        1.7                  0             single     1                0              ""                 57.1         1.839         0.055             843.0  ""              ""                  -0.7156202       0.017437402          1.3984  0.0939     -0.67561686  0.030146      -0.7422432   0.013936993    0.135762                10.398371          0.069557376            9.7655115          0.048932068            9.149403           0.044341188            8.6057825          0.04438599             8.131027           0.03211472             7.8086314          0.026706228            7.444872           0.023316849            7.1042266          0.02210146             6.5846415          0.017671142            6.2956862          0.015384384            6.07007            0.01388735             5.7913046          0.013117972            5.6746583          0.013280361            5.4791555          0.013081445            5.263516           0.012408382            5.2112103          0.013123667            5.0458984          0.014972682            4.912411           0.014482246            4.806589           0.014025389            4.684542           0.014917159            i         "WISEA J013115.63-510136.2"            22.815144    -51.02674    15.336 0.035     14.803 0.053     12.253 ""        9.228  ""        0.0858        0.0814        116.0        ""           ""               ""           ""               ""           ""               22.81548163233552  -51.02659488094377   22.098005    21.144674    20.0402      19.427649    22.034164          21.10167           20.008575          19.403593          36.842815    53.404716    77.43207     75.767975    1.5443017        1.2909958        1.1534854        1.1772144        DEV              4.0           ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           22.815142   -51.02674     RadioS   ""       ""                 
  "G4Jy 165" "4C +25.07"                   1          22.83192         0.41                 25.342           0.6                  0             single     1                0              <                  25.0         1.697         0.058             1400.0 -0.76929086     0.015438355         ""               ""                   1.697   0.058      -0.76929086  0.015438      -0.89556956  0.020931559    0.72130376              16.437086          0.15639599             15.029186          0.12714976             14.195335          0.10832153             13.200274          0.09990896             13.092118          0.06897055             12.100073          0.05895297             11.465613          0.04980888             11.001913          0.047706787            9.874821           0.044796284            9.412443           0.037038013            9.03161            0.036353298            8.607729           0.034424465            8.161602           0.03686178             7.782332           0.034433216            7.534429           0.035699025            7.334659           0.03380472             6.9572825          0.033228222            6.8200245          0.031819087            6.3378863          0.032070115            6.2270765          0.031775516            i         "WISEA J013119.70+252031.3"            22.832088    25.34205     15.793 0.045     14.879 0.062     11.684 0.174     8.778  0.374     0.1121        0.1028        146.6        ""           ""               ""           ""               ""           ""               22.83191185829701  25.34199503321278    23.260426    22.313341    Infinity     20.322094    22.929352          22.090322          Infinity           20.19735           10.153828    15.555968    0.0          38.021065    1.6670113        1.8702723        0.0              1.453341         DEV              4.0           3.830941E28  6.834668E26           6.356862E27   2.843057E26       <                 196.5299        4.0           1.0            0.92938              0.92938  0             1.0729999542236328   1.073          0.105              0                     0                    ""               ""           22.832087   25.34205      G        ""       ""                 
  "G4Jy 166" "4C +04.07"                   1          22.832           0.45                 4.25822          0.6                  0             single     1                0              ""                 18.2         1.358         0.041             1400.0 -0.5139716      0.0139541           ""               ""                   1.358   0.041      -0.5139716   0.013954      ""           ""             ""                      3.5904336          0.09368006             4.0425296          0.07932727             3.9437804          0.066246614            3.9829211          0.059861407            4.1217394          0.04659958             4.269868           0.04155276             4.261942           0.038591076            4.2058115          0.034241635            4.3930197          0.03327104             4.2656775          0.031763025            4.2155576          0.029215274            4.2341175          0.029440429            4.2750745          0.024836823            4.2841463          0.023856742            4.2536464          0.022828164            4.2164702          0.023387961            4.1532044          0.023877643            4.2155604          0.023032479            4.1016607          0.021967985            4.12021            0.021762474            i         "WISEA J013119.56+041529.1"            22.831533    4.2580953    16.103 0.057     15.543 0.117     11.977 ""        8.96   ""        0.164         0.1519        147.4        ""           ""               ""           ""               ""           ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            ""           ""                    ""            ""                " "               ""              ""            ""             ""                   ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           22.831533   4.2580943     RadioS   ""       ""                 
  "G4Jy 167" "WISEA J013121.66+062343.1"   1          22.83958         0.45                 6.39383          0.6                  0             double     1                0              <                  71.7         1.431         0.044             1400.0 -0.9137273      0.013842496         ""               ""                   1.431   0.044      -0.9137273   0.013842      -0.945976    0.013795202    0.1694538               20.448475          0.086611405            19.265488          0.07148641             17.466995          0.062333263            16.360165          0.05956328             15.098278          0.045966756            14.136884          0.039694555            13.284083          0.03802798             12.5705185         0.036049694            11.616874          0.031297192            10.948434          0.02713197             10.414887          0.026195258            9.960989           0.025129398            9.494385           0.025160879            9.253885           0.023118777            8.861666           0.023536416            8.508874           0.022998227            8.101341           0.02548538             7.8495135          0.025482204            7.615441           0.023454651            7.4714203          0.02681092             i         "WISEA J013121.66+062343.1"            22.84026     6.3953323    15.097 0.037     14.663 0.064     10.082 0.066     6.991  0.089     0.0891        0.0825        142.4        ""           ""               ""           ""               ""           ""               22.84020216397037  6.395320575199761    21.348892    20.14269     19.069887    18.965893    21.257215          20.080936          19.024477          18.93135           54.138252    90.26556     116.6198     113.79051    1.9368719        1.7998985        1.3015147        1.3881005        DEV              4.0           1.998097E28  1.899387E26           2.569282E27   9.762915E25       <                 499.8633        12.0          1.0            0.65932              0.65923  0             0.5230000019073486   0.523          0.089              1                     1                    ""               ""           22.840258   6.3953333     IrS      ""       ""                 
  "G4Jy 168" "WISEA J013136.64-070400.4"   1          22.90221         0.45                 -7.06589         0.6                  0             single     1                0              <                  44.8         1.203         0.039             1400.0 -0.92469543     0.014600395         ""               ""                   1.203   0.039      -0.92469543  0.0146        -0.9003802   0.013856446    0.29510388              16.982496          0.08710987             15.814406          0.06610556             14.592851          0.05742446             13.61481           0.053432822            12.790291          0.04581359             11.953119          0.039533358            11.258944          0.036261134            10.619387          0.036623057            9.87792            0.030057482            9.43161            0.026048081            8.94826            0.025042621            8.56891            0.025892649            8.354526           0.023461284            7.9767804          0.022360655            7.736636           0.022668334            7.4036264          0.022583928            7.0206795          0.023657521            6.7932115          0.021844912            6.497683           0.022222752            6.4022017          0.023413349            i         "WISEA J013136.64-070400.4"            22.90267     -7.0667796   14.412 0.028     14.254 0.045     11.18  0.141     8.604  ""        0.0653        0.063         128.8        16.111       0.101            15.658       0.128            16.047       ""               ""                 ""                   ""           ""           ""           ""           ""                 ""                 ""                 ""                 ""           ""           ""           ""           ""               ""               ""               ""               ""               ""            3.640959E27  2.506183E25           4.677583E26   1.725594E25       <                 219.0269        7.0           5.0            ""                   ""       ""            0.344495             ""             ""                 ""                    ""                   0.344495         0.041        22.90267    -7.0667806    UvS      ""       ""                 
  "G4Jy 169" "PKS 0129-07"                 1          23.05083         0.45                 -6.87689         0.6                  0             single     1                1              <                  18.3         1.259         0.038             1400.0 -0.6466881      0.013717726         ""               ""                   1.259   0.038      -0.6466881   0.013718      ""           ""             ""                      5.741553           0.089313574            5.79989            0.06753159             5.63874            0.059467297            5.5290275          0.053737886            5.583955           0.04608129             5.5501647          0.040486854            5.504462           0.03734713             5.4144216          0.037047062            5.3369656          0.029560758            5.314603           0.02575964             5.1654058          0.02461476             4.987526           0.024426388            4.9672065          0.022897894            4.904485           0.021370044            4.8266363          0.021520235            4.749089           0.021372546            4.5672846          0.021615634            4.5084524          0.020888573            4.424413           0.021238247            4.362564           0.022588423            i         "WISEA J013212.24-065236.0"            23.051       -6.876687    15.951 0.051     14.728 0.056     11.322 0.156     8.43   0.291     0.1188        0.1091        149.9        ""           ""               ""           ""               ""           ""               23.05091672837525  -6.876731993516251   22.492537    22.013956    21.62459     21.223543    22.366877          21.92931           21.562347          21.176195          29.479156    32.396393    22.051947    22.780329    1.5033478        1.2801999        1.1693647        1.2778659        REX              1.0           ""           ""                    9.499731E26   3.394087E25       <                 109.1447        8.0           5.0            ""                   ""       ""            0.4790000021457672   0.479          0.108              1                     1                    ""               ""           23.051      -6.876686     RadioS   1.511    2022ApJ...929..108G
  "G4Jy 170" "WISEA J013227.41-614631.8"   1          23.113621        1.5                  -61.776547       1.7                  0             triple     3                1              ""                 106.62       1.518         0.032             843.0  ""              ""                  -0.77172714      0.0123849055         1.1543  0.0669     -0.7189436   0.02606       -0.85414034  0.014255488    0.9268355               9.690413           0.08143974             9.095377           0.067720495            8.417265           0.06145938             7.861877           0.059691347            7.5263515          0.037469547            7.310949           0.034309078            6.87464            0.029050134            6.587563           0.02755533             5.9707475          0.021343222            5.72317            0.017957926            5.4049883          0.017158948            5.182771           0.017471967            4.95887            0.017770031            4.7431917          0.017424602            4.5645323          0.016524442            4.4420385          0.017927999            4.258047           0.020128828            4.159941           0.019621193            3.986171           0.01956126             3.9002328          0.02096765             i         "WISEA J013227.41-614631.8"            23.114225    -61.77552    13.732 0.024     13.062 0.025     11.023 0.099     8.697  0.368     0.045         0.0428        59.0         16.368       0.142            15.872       0.167            15.1         0.143            23.11422435058158  -61.77553625160981   18.963846    17.77804     17.281605    17.051428    18.901102          17.735773          17.250526          17.027786          459.53894    990.98334    1026.7681    798.2177     1.277801         1.1898296        1.1182376        1.1708287        SER              6.0           1.015231E27  6.383691E24           1.987577E26   1.273437E25       ""                411.9573        8.0           5.0            ""                   ""       ""            0.2460000067949295   0.246          0.022              1                     1                    ""               ""           23.114225   -61.77552     UvS      ""       ""                 
  "G4Jy 172" "LCRS B013125.5-445939"       1          23.38912         1.5                  -44.73933        1.7                  0             single     1                0              <                  45.7         2.84          0.108             843.0  ""              ""                  -0.627613        0.022133477          2.1595  0.1631     -0.6076563   0.033916      -0.76301044  0.013808371    0.13891228              14.125983          0.07312098             12.938797          0.054688063            12.140761          0.047340516            11.282671          0.04573777             10.712545          0.034834746            10.228389          0.029951392            9.785358           0.025591074            9.340882           0.024765177            8.67961            0.01949668             8.357021           0.017906267            8.027738           0.016915835            7.726573           0.015233333            7.5499916          0.015341259            7.321065           0.014713148            6.95914            0.013356225            6.786029           0.013652471            6.5173073          0.014783736            6.400245           0.015002983            6.1818             0.014746122            6.0800395          0.014558163            i         "WISEA J013333.18-444417.7"            23.388256    -44.73827    13.898 0.025     13.721 0.033     11.748 0.257     9.13   0.514     0.0524        0.0511        61.4         15.898       0.101            15.108       0.125            14.73        0.121            23.38824736558598  -44.73825974835607   17.14773     16.303392    15.928603    15.69698     17.096994          16.269217          15.903473          15.677863          1220.2125    2001.1758    1552.5935    1287.2267    1.3376887        1.2216964        1.0678151        1.0868515        SER              3.4084668     1.697803E26  5.685314E23           4.328283E25   3.407688E24       <                 77.4972         1.0           2.0            0.091                ""       ""            0.096932597          ""             ""                 ""                    ""                   0.096932597      0.015        23.388254   -44.73827     G        0.089719 1996ApJ...470..172S
  "G4Jy 171" "NGC 0612"                    2          23.50288         0.59                 -36.48383        0.7                  1             double     11               1              ""                 689.109      5.1373        0.0677            1400.0 -0.8229032      0.0059740045        ""               ""                   5.1373  0.0677     -0.8229032   0.005974      -0.7142769   0.013682978    0.16723889              52.77407           0.14613552             49.219795          0.11674777             45.916885          0.10648549             42.909813          0.10458146             41.630917          0.09013734             39.490334          0.07494615             37.60406           0.06884691             35.865273          0.06961543             33.644432          0.0721504              32.107513          0.06065013             31.073444          0.06137927             29.853704          0.06544989             29.0               0.06238803             28.166668          0.05657541             27.120861          0.05170082             26.495419          0.05469351             25.891943          0.057607356            25.648533          0.055923164            24.828297          0.056426108            24.378807          0.055482488            i         "WISEA J013357.68-362935.5"            23.490353    -36.493217   10.052 0.022     9.804  0.019     6.234  0.014     4.647  0.027     0.0286        0.0282        72.7         13.178       0.111            12.234       0.143            11.724       0.099            23.490511617379    -36.4932208068036    20.22147     17.766504    16.902718    16.38425     20.157259          17.723251          16.870913          16.360058          136.5919     838.3072     1220.4215    1411.6958    1.2489309        1.1600717        1.1466478        1.080652         PSF              0.0           6.812361E25  1.567561E23           1.093563E25   1.461008E23       ""                420.7367        6.0           1.0            0.030513333          ""       ""            ""                   ""             ""                 ""                    ""                   ""               ""           23.490353   -36.493217    G        0.030478 2022ApJS..261....6K
  "G4Jy 173" "3C 045"                      1          23.81262         0.45                 8.18536          0.6                  0             single     1                1              <                  17.1         2.246         0.067             1400.0 -0.63649523     0.013441019         ""               ""                   2.246   0.067      -0.63649523  0.013441      -0.6714384   0.013970369    0.22803102              14.392842          0.09778156             13.844643          0.07709875             12.75449           0.065644175            12.312826          0.06458661             11.516562          0.045755386            11.114291          0.041781988            10.466813          0.03718518             10.070566          0.036694583            9.607564           0.028809799            9.268231           0.02502492             8.882385           0.023124998            8.514785           0.022239733            8.2702465          0.022096537            8.159985           0.02219092             7.8757257          0.020944739            7.7313123          0.022391764            7.558645           0.024801152            7.2208576          0.023109298            7.1066585          0.023142347            7.07979            0.023450462            i         "WISEA J013515.02+081106.7"            23.812613    8.185214     15.108 0.034     14.032 0.041     10.17  0.072     7.138  0.09      0.0747        0.0706        137.8        ""           ""               ""           ""               ""           ""               23.81259059639457  8.185225345850531    20.88845     19.660913    Infinity     18.600716    20.706667          19.538462          Infinity           18.532223          70.14408     118.03217    0.0          203.28293    1.8096706        1.9605691        0.0              1.5541878        DEV              4.0           7.758064E27  6.507212E25           1.853626E27   6.571162E25       <                 104.2828        4.0           1.0            0.49911              0.49911  0             0.2630000114440918   0.263          0.104              1                     1                    ""               ""           23.812613   8.185214      G        0.499    1999MNRAS.310..223B
  "G4Jy 174" "3C 047"                      1          24.100428        0.42                 20.954965        0.6                  0             double     2                0              ""                 59.51        3.901         0.099             1400.0 -0.91809046     0.011407144         ""               ""                   3.901   0.099      -0.91809046  0.011407      -0.9919733   0.020442406    0.1122361               58.321987          0.1590918              53.7011            0.11936738             48.700523          0.10159807             45.40625           0.09734722             42.914345          0.080591224            40.151108          0.07002072             37.50922           0.06519989             35.327686          0.0664019              32.275234          0.050769806            30.137564          0.044148717            28.682404          0.04257514             27.083939          0.042273857            26.196018          0.04205832             25.039064          0.040391106            23.86561           0.0390423              23.049093          0.040300973            22.246052          0.03844275             21.535624          0.035464946            20.616743          0.03458324             20.0008            0.036990378            i         "WISEA J013624.42+205727.5"            24.101774    20.957655    12.089 0.023     10.92  0.021     8.275  0.022     5.918  0.043     0.0352        0.0335        73.9         16.352       0.112            15.445       0.111            14.553       0.093            24.10175345228048  20.9576454586843     17.333824    17.243032    Infinity     16.632124    17.135798          17.109638          Infinity           16.557508          1316.8118    1055.3258    0.0          1373.9615    1.593308         1.6705453        0.0              1.774986         PSF              0.0           1.96284E28   1.717097E26           2.475021E27   7.309373E25       ""                331.7644        4.0           1.0            0.42542              0.42542  0             0.2630000114440918   0.263          0.25               1                     1                    ""               ""           24.101774   20.957655     QSO      0.425    2016AJ....152...25M
